"id","paginafb"
3561869,"https://www.facebook.com/pages/Stellas-Lounge/1680834475477633"
3561870,"https://www.facebook.com/KaceysSeafood/"
3561871,"http://www.facebook.com/nomikisplakka"
3561872,"https://www.facebook.com/luigiscoalovenpizzalasolas/"
3561873,"https://www.facebook.com/Quinnspub/"
3561874,"https://www.facebook.com/thePizzaPerfect/"
3561875,"https://www.facebook.com/OliveIvyRM/"
3561877,"https://facebook.com/txrhMesaAZ/"
3561879,"https://facebook.com/OreganosPizzaBistroOldTownScottsdale/"
3561881,"https://www.facebook.com/pizzavinoelpaseo/"
3561882,"https://facebook.com/rss06marketstreet/"
3561883,"https://facebook.com/anthracitecafe/"
3561884,"https://facebook.com/kennyandziggys/"
3561885,"https://www.facebook.com/UrbanGrub/"
3561886,"https://facebook.com/RudysBBQColoradoSprings/"
3561887,"https://www.facebook.com/zonafresca/"
3561888,"https://facebook.com/CheeseShopLaJolla/"
3561889,"https://www.facebook.com/OwensFishCamp/"
3561890,"https://facebook.com/tapas177/"
3561891,"https://www.facebook.com/pages/category/Coffee-Shop/Lapperts-Hawaii-227006494001738/"
3561892,"https://facebook.com/VerandaFM/"
3561893,"https://www.facebook.com/BeckettsTable/"
3561895,"https://facebook.com/OceanPrimeOrlandoFL/"
3561897,"https://facebook.com/innoutmesa1/"
3561898,"https://www.facebook.com/pages/category/Cafe/Cozy-Corner-Cafe-317311648397086/"
3561899,"https://facebook.com/baciitalianbistro/"
3561900,"https://www.facebook.com/DvineBistros/"
3561901,"https://facebook.com/pages/category/Steakhouse/LongHorn-Steakhouse-472608676140152/"
3561902,"https://www.facebook.com/angrycrabmesa/"
3561905,"https://www.facebook.com/redfernrochester/"
3561906,"https://www.facebook.com/ThePitRoom/"
3561907,"https://www.facebook.com/BakersfieldNashville/?locale2=en_GB"
3561908,"https://www.facebook.com/MadisonAvenueCafeAndDeli/"
3561910,"https://facebook.com/TopoftheEighties/"
3561912,"https://www.facebook.com/BonefishGrill.GrandRapids/"
3561913,"https://facebook.com/trulucksnaples/"
3561915,"https://www.facebook.com/PerkEatery/"
3561916,"https://www.facebook.com/AzureWaikiki/"
3561918,"https://www.facebook.com/pages/category/American-Restaurant/The-Capital-Grille-Fort-Lauderdale-180369782002697/"
3561919,"https://www.facebook.com/manhattanoflajolla/"
